n,µ(G),min geodesic,max geodesic,slika_min,slika_max,graph6_min,graph6_max,PTC_min,KAKTUS_min,DVODELEN_min,MAX_DEG_min,C3_min,C4_min,C5_min,C6_min,PTC_max,KAKTUS_max,DVODELEN_max,MAX_DEG_max,C3_max,C4_max,C5_max,C6_max
28,7,406,6216,slike_geodesic_min/graf_geodesic_min_mu7_n28.png,slike_geodesic_max/graf_geodesic_max_mu7_n28.png,[?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A,[Co`?cQ??K???C????I??@?GG?O?C_?C_W???@?????_?O?@?G??D?@??C???@??,true,false,false,8,11,0,0,0,true,true,true,5,0,7,0,0
29,7,435,7113,slike_geodesic_min/graf_geodesic_min_mu7_n29.png,slike_geodesic_max/graf_geodesic_max_mu7_n29.png,\?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A????G,\Co`?cQ??K???C????I??@?GG?O?C_?C_W???@?????_?O?@?G??D?@??C???@????G??,true,false,false,8,11,0,0,0,true,true,true,6,0,7,0,0
30,7,465,8138,slike_geodesic_min/graf_geodesic_min_mu7_n30.png,slike_geodesic_max/graf_geodesic_max_mu7_n30.png,]?`CSV~G?_?A?A?@??O?A??G??O??O??G??A???O??@???A???A???@????O???A????G????O,]Co`?cQ??K???C????I??@?GG?O?C_?C_W???@???G???O?@?G??D?@??C???G????G????_??,true,false,false,8,11,0,0,0,true,true,true,6,0,7,0,0
10,8,55,139,slike_geodesic_min/graf_geodesic_min_mu8_n10.png,slike_geodesic_max/graf_geodesic_max_mu8_n10.png,ICOccf~O?,IaKqYY?co,true,false,false,8,12,0,0,0,false,false,true,4,0,24,0,0
11,8,66,194,slike_geodesic_min/graf_geodesic_min_mu8_n11.png,slike_geodesic_max/graf_geodesic_max_mu8_n11.png,JCOccf~O??_,JQCaSHgYCH_,true,false,false,8,12,0,0,0,false,false,true,4,0,18,0,0
12,8,78,258,slike_geodesic_min/graf_geodesic_min_mu8_n12.png,slike_geodesic_max/graf_geodesic_max_mu8_n12.png,KCOccf~O??_@,KaHcjEO?GYC@,true,false,false,8,12,0,0,0,false,false,true,4,0,18,0,0
13,8,91,319,slike_geodesic_min/graf_geodesic_min_mu8_n13.png,slike_geodesic_max/graf_geodesic_max_mu8_n13.png,LCOccf~O??_@?@,LAdHAAA_kgC?AM,true,false,false,8,12,0,0,0,false,false,false,4,3,12,0,0
14,8,105,423,slike_geodesic_min/graf_geodesic_min_mu8_n14.png,slike_geodesic_max/graf_geodesic_max_mu8_n14.png,MCOccf~O??_@?@??_,MAdHAAA_cgC?AMGC?,true,false,false,8,12,0,0,0,false,false,true,4,0,16,0,0
15,8,120,528,slike_geodesic_min/graf_geodesic_min_mu8_n15.png,slike_geodesic_max/graf_geodesic_max_mu8_n15.png,NCOccf~O??_@?@??_?G,NA`HAAA_cgC?AMGK??_,true,false,false,8,12,0,0,0,false,false,true,4,0,16,0,0
16,8,136,650,slike_geodesic_min/graf_geodesic_min_mu8_n16.png,slike_geodesic_max/graf_geodesic_max_mu8_n16.png,OCOccf~O??_@?@??_?G?@,OA`H?AA__G??AMGKCG_CB,true,false,false,8,12,0,0,0,false,false,true,4,0,16,0,0
17,8,153,780,slike_geodesic_min/graf_geodesic_min_mu8_n17.png,slike_geodesic_max/graf_geodesic_max_mu8_n17.png,PCOccf~O??_@?@??_?G?@??C,PA@H?AA_cG??AMGKCG_CB?O?,true,false,false,8,12,0,0,0,false,false,true,4,0,16,0,0
18,8,171,973,slike_geodesic_min/graf_geodesic_min_mu8_n18.png,slike_geodesic_max/graf_geodesic_max_mu8_n18.png,QCOccf~O??_@?@??_?G?@??C??G,Q?@X?AA_co?_?M?MCG?C@?O?A?_,true,false,false,8,12,0,0,0,false,false,true,5,0,16,0,0
19,8,190,1116,slike_geodesic_min/graf_geodesic_min_mu8_n19.png,slike_geodesic_max/graf_geodesic_max_mu8_n19.png,RCOccf~O??_@?@??_?G?@??C??G??G,R?OW?AA_coK_?M?K?G?CB?O?A?_?G?,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
20,8,210,1606,slike_geodesic_min/graf_geodesic_min_mu8_n20.png,slike_geodesic_max/graf_geodesic_max_mu8_n20.png,SCOccf~O??_@?@??_?G?@??C??G??G??C,S??W?AA_coC_?M?K??AEAOOG??_?G?GO?,true,false,false,8,12,0,0,0,false,false,true,5,0,14,0,0
21,8,231,1875,slike_geodesic_min/graf_geodesic_min_mu8_n21.png,slike_geodesic_max/graf_geodesic_max_mu8_n21.png,TCOccf~O??_@?@??_?G?@??C??G??G??C??@,T??O?AA_c_C_?M?K??AEAQOG_???G?GO?CG?,true,false,false,8,12,0,0,0,false,false,true,5,0,14,0,0
22,8,253,2429,slike_geodesic_min/graf_geodesic_min_mu8_n22.png,slike_geodesic_max/graf_geodesic_max_mu8_n22.png,UCOccf~O??_@?@??_?G?@??C??G??G??C??@???G,U??O?AA_c_C_?M?K??AEAQO??C?O@?GO???_??A_,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
23,8,276,2545,slike_geodesic_min/graf_geodesic_min_mu8_n23.png,slike_geodesic_max/graf_geodesic_max_mu8_n23.png,VCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_,V??O?AA_c_C_?M?K??AEAQO??C?O??GO???a??Aa????,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
24,8,300,3076,slike_geodesic_min/graf_geodesic_min_mu8_n24.png,slike_geodesic_max/graf_geodesic_max_mu8_n24.png,WCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@,W??O?AA_c_C_?M?K??AEAQO??C?O??GO???a??A__????C?,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
25,8,325,3533,slike_geodesic_min/graf_geodesic_min_mu8_n25.png,slike_geodesic_max/graf_geodesic_max_mu8_n25.png,XCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@,X??O?AA_c_C_?M?K??AEAQO??C?O??GO???a??A__????C???G?,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
26,8,351,4035,slike_geodesic_min/graf_geodesic_min_mu8_n26.png,slike_geodesic_max/graf_geodesic_max_mu8_n26.png,YCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_,Y??O?AA_c_C_?M?K??AEAQO??C?O??GO???A??A__????CO??@????G?,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
27,8,378,4835,slike_geodesic_min/graf_geodesic_min_mu8_n27.png,slike_geodesic_max/graf_geodesic_max_mu8_n27.png,ZCOccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G,Z??O?AA_c_C_?M?K??AEAQO??C?O??GO???a??A_G?????O??@???G???C??,true,false,false,8,12,0,0,0,false,false,true,4,0,13,0,0
28,8,406,5930,slike_geodesic_min/graf_geodesic_min_mu8_n28.png,slike_geodesic_max/graf_geodesic_max_mu8_n28.png,[COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@,[??o??A_c_???M?K??AEAQO??C?O??GO???_??A_G?G???????G??G_??CO???@G,true,false,false,8,12,0,0,0,false,false,true,4,0,10,0,0
29,8,435,6694,slike_geodesic_min/graf_geodesic_min_mu8_n29.png,slike_geodesic_max/graf_geodesic_max_mu8_n29.png,\COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C,\??o??A_c_???M?K??AEAQO??C?O??GO???_??A_G?G???????G??G_??CO???@G@????,true,false,false,8,12,0,0,0,false,false,true,5,0,10,0,0
30,8,465,7562,slike_geodesic_min/graf_geodesic_min_mu8_n30.png,slike_geodesic_max/graf_geodesic_max_mu8_n30.png,]COccf~O??_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G,]??O??B_c_???E?K??AEAQO?C??O??GO???_??A_??G???C???G??G_??CO@???G??@??CC???,true,false,false,8,12,0,0,0,false,false,true,4,0,10,0,0
